x	y	objectid	rowid_	holiday	violation_code	violation_description	location	rp_plate_state	body_style	address_id	streetsegid	xcoord	ycoord	filename	ticket_issue_datetime
-77.0441806538	38.9037532028	1533291	6479014	False	P259	NO STOPPING OR STANDING IN PM RUSH HOUR ZONE	2000 BLOCK L ST NW NORTH SIDE	DC	VA	811335	9712.0	396168	137322	Parking_Violations_in_July_2011.csv	2011-07-06T16:09:00.000Z
-77.0425677615	38.9056635726	5680803	10607968	False	P039	PARK AT EXPIRED METER	1900 BLOCK M ST NW SOUTH SIDE	DC	4D	809121	7809.0	396308	137534	Parking_Violations_in_July_2009.csv	2009-07-02T14:08:00.000Z
-77.0207342646	38.8750860519	5962861	5979623	False	P039	PARK AT EXPIRED METER	0600 BLOCK WATER ST SW NORTH SIDE	DC	UT	800032	31.0	398201	134139	Parking_Violations_in_October_2011.csv	2011-10-07T17:55:00.000Z
-77.0337435918	38.9694722285	10518033	6853772	False	P076		6600 BLOCK LUZON AV NW NORTH SIDE	MD	4D	803834	3137.0	397076	144617	Parking_Violations_in_April_2011.csv	2011-04-04T01:46:00.000Z
-77.0073714937	38.9260569559	4157351	4558326	False	P173	NO PARKING STREET CLEANING	UNIT BLOCK GIRARD ST NE NORTH SIDE	VA	4D	800752	550.0	399361	139797	Parking_Violations_in_May_2012.csv	2012-05-24T09:45:00.000Z
-77.0020427616	38.8995636447	3224108	6794129	False	P039	PARK AT EXPIRED METER	0800 BLOCK 3RD ST NE WEST SIDE	DC	SW	810721	9187.0	399823	136856	Parking_Violations_in_April_2011.csv	2011-04-13T07:02:00.000Z
-77.0299886011	38.9035234907	9687858	9310087	False	P259	NO STOPPING OR STANDING IN PM RUSH HOUR ZONE	1300 L ST NW BLOCK SOUTH SIDE	MD		240642	7643.0	397399	137296	Parking_Violations_in_March_2013.csv	2013-03-28T17:42:00.000Z
-77.0563710303	38.9093601595	5591515	12795121	False	P055	NO PARKING ANYTIME	2700 BLOCK P ST NW NORTH SIDE	TX	PU	802437	2152.0	395111	137945	Parking_Violations_in_January_2010.csv	2010-01-28T16:55:00.000Z
-77.039672557	38.9031512608	7635802	3781298	False	P170	FAILURE TO DISPLAY CURRENT TAGS	1100 BLOCK CONNECTICUT AV NW WEST S	DC	4D	804979	4297.0	396559	137255	Parking_Violations_in_October_2012.csv	2012-10-11T23:03:00.000Z
-77.0074728188	38.9025271735	3095662	3771814	False	P039	PARK AT EXPIRED METER	UNIT BLOCK K ST NE SOUTH SIDE	VA	2D	808361	7159.0	399352	137185	Parking_Violations_in_October_2012.csv	2012-10-22T07:49:00.000Z
-77.0249748914	38.9072451195	11852078	876882	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	1000 BLOCK N ST NW NORTH SIDE	MD	4D	809016	7719.0	397834	137709	Parking_Violations_in_January_2015.csv	2015-01-15T13:07:00.000Z
-77.0441786172	38.9004651529	10862829	10513736	False	P039	PARK AT EXPIRED METER	2000 BLOCK PENNSYLVANIA AVE NW SOU	MD	4D	809293	7957.0	396168	136957	Parking_Violations_in_July_2009.csv	2009-07-28T17:38:00.000Z
-77.0199098055	38.8940128124	10334825	10768807	False	P039	PARK AT EXPIRED METER	0400 BLOCK 6TH ST NW EAST SIDE	MD	4D	808082	6924.0	398273	136240	Parking_Violations_in_February_2009.csv	2009-02-26T21:00:00.000Z
-77.0591336335	38.903899733	5217119	5104970	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	1100 BLOCK 30TH ST NW WEST SIDE	MD	4D	807918	6784.0	394871	137339	Parking_Violations_in_March_2012.csv	2012-03-17T16:09:00.000Z
-77.0369406602	38.9039358836	11283129	9971966	False	P199	PARK IN A DESIGNATED ENTRANCE	1100 16TH ST NW BLOCK WEST SIDE	MD		243076	3036.0	396796	137342	Parking_Violations_in_March_2011.csv	2011-03-01T10:50:00.000Z
-77.0683758178	38.947900332	9931610	13528938	False	P029	PARK WITH LEFT WHEEL TO THE CURB	3500 BLOCK ALBEMARLE ST NW SOUTH S*	MD	TK	800136	116.0	394073	142224	Parking_Violations_in_August_2015.csv	2015-08-04T09:44:00.000Z
-77.066251673	38.9462530393	5280398	13535248	False	P013	PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY	3400 BLOCK YUMA ST NW SOUTH SIDE	MD	4D	805361	4596.0	394257	142041	Parking_Violations_in_August_2015.csv	2015-08-05T08:37:00.000Z
-77.0755606286	38.9132859718	4151439	3793510	False	P039	PARK AT EXPIRED METER	1600 BLOCK 39TH ST NW EAST SIDE	VA	VA	808878	7601.0	393447	138382	Parking_Violations_in_October_2012.csv	2012-10-04T08:16:00.000Z
-77.0720023284	38.9178194125	5913106	13409887	False	P269	NO STANDING ANYTIME	2000 TUNLAW RD NW SOUTH SIDE	MD	4D	806588	5658.0	393756	138885	Parking_Violations_in_July_2015.csv	2015-07-13T12:27:00.000Z
-77.0708890528	38.923089966	1628773	5081861	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	2500 BLOCK 36TH ST NW WEST SIDE	DC	4D	810711	9178.0	393853	139470	Parking_Violations_in_March_2012.csv	2012-03-08T19:52:00.000Z
-77.0156525533	38.9296594658	10761886	11215840	False	P304	INDIVID W/ DISABILITIES ONLY UNAUTH. USE RSRVD SP	110 IRVING ST NW	VA	4D	228314	6350.0	398643	140197	Parking_Violations_in_December_2009.csv	2009-12-02T09:29:00.000Z
-77.0290308816	38.9864540006	1408015	3861232	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	8000 BLOCK EASTERN AV NW WEST SIDE	MD	4D	804737	4084.0	397485	146502	Parking_Violations_in_October_2012.csv	2012-10-03T10:51:00.000Z
-76.9860273261	38.9142194114	2720379	10092773	False	P055	NO PARKING ANYTIME	1400 BLOCK OKIE ST, NE EAST SIDE	VA	4D	813352	11486.0	401212	138483	Parking_Violations_in_December_2009.csv	2009-12-13T00:56:00.000Z
-77.0288588733	38.9037489841	1438646	7876759	False	P271	NO STOPPING ANYTIME	1300 BLOCK L ST NW SOUTH SIDE	DC	PU	812754	10961.0	397497	137321	Parking_Violations_in_August_2010.csv	2010-08-25T22:53:00.000Z
-77.0337554299	38.970102802	4351409	2245545	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	6600 14TH ST NW EAST SIDE	VA		259439	8155.0	397075	144687	Parking_Violations_in_October_2013.csv	2013-10-29T18:19:00.000Z
-77.0466303129	38.9122471233	10080893	5138033	False	P173	NO PARKING STREET CLEANING	1600 BLOCK 21ST ST NW EAST SIDE	MD	2D	808187	7012.0	395956	138265	Parking_Violations_in_March_2012.csv	2012-03-13T09:36:00.000Z
-77.0427439804	38.9111405836	2942384	11974540	False	P039	PARK AT EXPIRED METER	1900 BLOCK Q ST NW NORTH SIDE	MD	4D	802589	1973.0	396293	138142	Parking_Violations_in_July_2009.csv	2009-07-24T15:13:00.000Z
-77.0073473296	38.9153910992	7521223	2595990	False	P173	NO PARKING STREET CLEANING	41 OPPOSITE T ST NE NORTH SIDE	DC		26970	9998.0	399363	138613	Parking_Violations_in_July_2013.csv	2013-07-24T12:59:00.000Z
-77.0279825498	38.9327920554	7953760	3952670	False	P344	VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT	1008 REAR MONROE ST NW SOUTH SIDE	MD	4D	243412	11934.0	397574	140545	Parking_Violations_in_August_2012.csv	2012-08-27T16:37:00.000Z
-77.0398125507	38.9061059532	3118156	6784549	False	P259	NO STOPPING OR STANDING IN PM RUSH HOUR ZONE	1700 BLOCK RHODE ISLAND AV NW SOUTH	GA	VA	804685	4038.0	396547	137583	Parking_Violations_in_April_2011.csv	2011-04-22T16:09:00.000Z
-77.0327170662	38.9705264844	6155983	3663886	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	6700 BLOCK LUZON AV NW SOUTH SIDE	MD	4D	801930	2086.0	397165	144734	Parking_Violations_in_November_2012.csv	2012-11-14T13:05:00.000Z
-77.0270542436	38.8875703877	5758572	6841354	False	P039	PARK AT EXPIRED METER	1100 BLOCK INDEPENDENCE AV SW NORTH	MD	4D	813117	11277.0	397653	135525	Parking_Violations_in_April_2011.csv	2011-04-05T14:31:00.000Z
-77.033436546	38.9053242255	2609476	9306550	False	P039	PARK AT EXPIRED METER	1400 M ST NW BLOCK NORTH SIDE	MD		240254	4393.0	397100	137496	Parking_Violations_in_August_2013.csv	2013-08-26T15:27:00.000Z
-77.0416522926	38.9174107811	3862646	7499120	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	2100 BLOCK 18TH ST NW EAST SIDE	VA	4D	812641	10867.0	396388	138838	Parking_Violations_in_October_2010.csv	2010-10-22T21:35:00.000Z
-76.993754286	38.8967528864	888857	5116840	False	P269	NO STANDING ANYTIME	0600 BLOCK 9TH ST NE WEST SIDE	DC	4D	812038	10332.0	400542	136544	Parking_Violations_in_March_2012.csv	2012-03-26T11:31:00.000Z
-77.0220082597	38.9329915159	12933498	3709333	False	P012	DISOBEYING OFFICIAL SIGN	0600 BLOCK PARK RD NW NORTH SIDE	MD	4D	808379	7173.0	398092	140567	Parking_Violations_in_November_2012.csv	2012-11-09T08:27:00.000Z
-77.0156797804	38.8961394318	748883	474882	False	P269	NO STANDING ANYTIME	400 BLOCK E ST NW NORTH SIDE	DC	2D	814854	12804.0	398640	136476	Parking_Violations_in_April_2015.csv	2015-03-03T12:27:00.000Z
-77.0601088186	38.9119256746	4032118	1916476	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	3000 BLOCK DENT PL NW NORTH SIDE	VA	VA	803385	2872.0	394787	138230	Parking_Violations_in_February_2014.csv	2014-02-06T19:38:00.000Z
-77.0093820577	38.8682501366	1157761	12766704	False	P170	FAILURE TO DISPLAY CURRENT TAGS	0000 BLOCK S ST SW NORTH SIDE	VA	UT	810482	8984.0	399186	133380	Parking_Violations_in_October_2009.csv	2009-10-01T08:16:00.000Z
-77.0286036926	38.9286390742	10187654	5198253	False	P056	NO PARKING 7 AM TO 6:30 PM	1200 BLOCK IRVING ST NW SOUTH SIDE	DC	4D	800825	612.0	397520	140084	Parking_Violations_in_March_2012.csv	2012-03-07T07:06:00.000Z
-77.0104694953	38.8973471361	4250798	2990509	False	P037	PARK OVERTIME AT A METER	UNIT BLOCK F ST NW NORTH SIDE	MD	VA	809012	7715.0	399092	136610	Parking_Violations_in_April_2013.csv	2013-04-08T09:38:00.000Z
-76.939906019	38.8997373831	6461076	2097930	False	P170	FAILURE TO DISPLAY CURRENT TAGS	4400 BLOCK HAYES ST NE SOUTH SIDE	DC	2D	813460	11581.0	405213	136877	Parking_Violations_in_February_2014.csv	2014-02-27T09:03:00.000Z
-77.032732849	38.9295208052	5512211	2160632	False	P007	PARK IN A BUS ZONE	3100BLOCK 14TH ST NW EAST SIDE	DC		800897	763.0	397162	140182	Parking_Violations_in_November_2013.csv	2013-11-13T12:36:00.000Z
-77.0405810849	38.8992142958	8395866	6521076	False	P037	PARK OVERTIME AT A METER	1800 BLOCK PENNSYLVANIA AV NW NORTH	MD	PU	814006	12067.0	396480	136818	Parking_Violations_in_June_2011.csv	2011-06-07T12:54:00.000Z
-77.0152051624	38.8868158274	7121843	5675415	False	P039	PARK AT EXPIRED METER	0300 BLOCK 3RD ST SW EAST SIDE	MD	VA	802872	2357.0	398681	135441	Parking_Violations_in_January_2012.csv	2012-01-05T10:48:00.000Z
-77.0606034043	38.9105021008	11086995	12302037	False	P269	NO STANDING ANYTIME	3100 BLOCK Q ST NW SOUTH SIDE	MD	VA	811048	9473.0	394744	138072	Parking_Violations_in_April_2009.csv	2009-04-24T09:46:00.000Z
-77.0862153941	38.9329617885	2694059	6489703	False	P012	DISOBEYING OFFICIAL SIGN	3200 BLOCK 44TH ST NW EAST SIDE	TN	4D	803702	3313.0	392525	140567	Parking_Violations_in_July_2011.csv	2011-07-11T12:42:00.000Z
-77.031954371	38.9166481273	3302267	3192954	False	P039	PARK AT EXPIRED METER	2000 BLOCK 14TH ST NW WEST SIDE	MD	PU	810025	8575.0	397229	138753	Parking_Violations_in_February_2013.csv	2013-02-23T11:01:00.000Z
-77.0275647059	38.8961372318	2858418	192359	False	P036	PARK IN OFFICIAL PARKING PERMIT ONLY SPACE	1200 BLOCK E ST NW NORTH SIDE	MD	4D	802767	2264.0	397609	136476	Parking_Violations_in_May_2015.csv	2015-05-06T12:06:00.000Z
-77.0194196012	38.9140925158	5360441	10130913	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	600 BLOCK S ST, NW SOUTH SIDE	MD	4D	801826	1684.0	398316	138469	Parking_Violations_in_November_2009.csv	2009-11-23T13:22:00.000Z
-77.0240282421	38.9035609021	4837856	10868679	False	P039	PARK AT EXPIRED METER	1100 9TH ST NW	MD	4D	812821	11021.0	397916	137300	Parking_Violations_in_January_2011.csv	2011-01-22T13:47:00.000Z
-77.0175590694	38.8973372771	11095622	555082	False	P039	PARK AT EXPIRED METER	400 BLOCK F ST NW SOUTH SIDE	VA	4D	804593	3961.0	398477	136609	Parking_Violations_in_February_2015.csv	2015-02-07T14:48:00.000Z
-77.0338277862	38.903747651	10605867	4424448	False	P001	PARK ABREAST OF ANOTHER VEHICLE	1500 BLOCK L ST NW NORTH SIDE	MD	TK	811848	10161.0	397066	137321	Parking_Violations_in_June_2012.csv	2012-06-14T19:48:00.000Z
-77.0209132976	38.896138612	9994446	7729466	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	0700 BLOCK E ST NW SOUTH SIDE	MD	VA	807504	6437.0	398186	136476	Parking_Violations_in_September_2010.csv	2010-09-02T09:33:00.000Z
-77.0176349508	38.877870156	11205548	13625032	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	1100 BLOCK 4TH ST SW EAST SIDE	MD	4D	815976	14208.0	398470	134448	Parking_Violations_in_August_2015.csv	2015-08-22T10:38:00.000Z
-77.0382088553	38.9255014344	3087646	2692440	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	1700 BLOCK COLUMBIA RD NW NORTH SID	DC		807357	6309.0	396687	139736	Parking_Violations_in_June_2013.csv	2013-06-24T19:17:00.000Z
-77.0786332434	38.9496865304	10834269	6652624	False	P170	FAILURE TO DISPLAY CURRENT TAGS	4000 BLOCK BRANDYWINE ST NW NORTH S	VA	PU	811579	9939.0	393184	142423	Parking_Violations_in_May_2011.csv	2011-05-14T10:53:00.000Z
-77.0466670083	38.8978427518	11150479	6318380	False	P039	PARK AT EXPIRED METER	0700 BLOCK 21ST ST NW EAST SIDE	NJ	UT	807957	6815.0	395952	136666	Parking_Violations_in_July_2011.csv	2011-07-25T19:07:00.000Z
-77.0336520661	38.8978382178	5539873	5852488	False	P039	PARK AT EXPIRED METER	0700 BLOCK 15TH ST NW EAST SIDE	MD	4D	803528	3030.0	397081	136665	Parking_Violations_in_November_2011.csv	2011-11-16T21:34:00.000Z
-77.0417595163	38.9232931809	5028889	8119055	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	1700 BLOCK COLUMBIA RD NW NORTH SID	IL	4D	800405	339.0	396379	139491	Parking_Violations_in_May_2011.csv	2011-05-09T21:11:00.000Z
-77.0219130719	38.8859679735	13278840	7328054	False	P007	PARK IN A BUS ZONE	0300 BLOCK 7TH ST SW EAST SIDE	DC	TK	815276	13181.0	398099	135347	Parking_Violations_in_December_2010.csv	2010-12-10T09:26:00.000Z
-77.0114141681	38.8935725415	10524745	7767750	False	P037	PARK OVERTIME AT A METER	0100 BLOCK C ST NW NORTH SIDE	VA	4D	811231	9626.0	399010	136191	Parking_Violations_in_September_2010.csv	2010-09-16T13:37:00.000Z
-77.037699614	38.9220604208	2737501	12531589	False	P010	OBSTRUCTING CROSSWALK	1700 BLOCK KALORAMA RD NW NORTH SID	MD	4D	800490	415.0	396731	139354	Parking_Violations_in_February_2009.csv	2009-02-15T01:07:00.000Z
-77.0209146869	38.9008770107	11054642	7722036	False	P039	PARK AT EXPIRED METER	0700 BLOCK EYE ST NW NORTH SIDE	MD	4D	809882	8444.0	398186	137002	Parking_Violations_in_September_2010.csv	2010-09-14T19:28:00.000Z
-77.0288747357	38.8859754682	13128580	1398896	False	P259	NO STOPPING OR STANDING IN PM RUSH HOUR ZONE	1300 BLOCK C ST SW SOUTH SIDE	PA	2D	802785	2281.0	397495	135348	Parking_Violations_in_September_2014.csv	2014-09-08T16:24:00.000Z
-77.0347525409	38.9324389144	7137197	7700492	False	P020	PARK WITHIN 10 FEET OF A FIRE HYDRANT	1468 FRONT NEWTON ST NW SOUTH SIDE	VA	4D	234519	13162.0	396987	140506	Parking_Violations_in_September_2010.csv	2010-09-20T20:29:00.000Z
-77.0457814051	38.9010230541	5378382	12482455	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	2100 BLOCK PENNSYLVANIA AV NW NORTH	VA	VA	805226	4484.0	396029	137019	Parking_Violations_in_March_2009.csv	2009-03-23T15:17:00.000Z
-77.0420606506	38.9059520235	10167741	2613277	False	P039	PARK AT EXPIRED METER	1200 18TH ST NW WEST SIDE	VA		241292	9279.0	396352	137566	Parking_Violations_in_August_2013.csv	2013-08-01T08:26:00.000Z
-77.0288527086	38.9170092677	11116228	1730523	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	1300 BLOCK U ST NW SOUTH SIDE	MD	4D	809133	7819.0	397498	138793	Parking_Violations_in_March_2014.csv	2014-03-27T21:29:00.000Z
-77.0418614477	38.9201312221	1433964	7221314	False	P281	FAIL TO DISPLAY A MULTISPACE METER RECEIPT	2400 BLOCK 18TH ST NW WEST SIDE	MD	VA	806244	5366.0	396370	139140	Parking_Violations_in_January_2011.csv	2011-01-05T20:55:00.000Z
-76.9973168629	38.8827359884	8355179	1029736	False	P031	UNAUTHORIZED VEHICLE IN LOADING ZONE	700 BLOCK E ST SE NORTH SIDE	MD	4D	807886	6759.0	400233	134988	Parking_Violations_in_October_2014.csv	2014-10-06T08:38:00.000Z
-77.0434258298	38.9137347344	6070688	6313345	False	P014	EMERGENCY NO PARKING	1800 BLOCK 19TH ST NW WEST SIDE	DC	2D	813228	11369.0	396234	138430	Parking_Violations_in_August_2011.csv	2011-08-06T12:51:00.000Z
-77.0319565648	38.8958118116	1734388	5057597	False	P271	NO STOPPING ANYTIME	500 BLOCK 14TH ST NW EAST SIDE	MD	TK	814830	12781.0	397228	136440	Parking_Violations_in_March_2012.csv	2012-03-29T12:50:00.000Z
-77.0144437199	38.8832486039	11453365	4295431	False	P039	PARK AT EXPIRED METER	0300 BLOCK E ST SW SOUTH SIDE	VA	4D	810968	9402.0	398747	135045	Parking_Violations_in_June_2012.csv	2012-06-09T17:21:00.000Z
-76.9699481038	38.8456805359	2963095	42580	False	P170	FAILURE TO DISPLAY CURRENT TAGS	2500 BLOCK SOUTHERN AVE SE NORTH S*	MD	4D	812463	10709.0	402609	130875	Parking_Violations_in_June_2015.csv	2015-06-29T08:52:00.000Z
-77.0405816589	38.9002232321	12575245	12550790	False	P039	PARK AT EXPIRED METER	1800 BLOCK H ST NW SOUTH SIDE	DC	UT	814993	12926.0	396480	136930	Parking_Violations_in_February_2009.csv	2009-02-13T09:33:00.000Z
-77.0270457022	38.8954437088	9374144	9979214	False	P170	FAILURE TO DISPLAY CURRENT TAGS	0500 11TH ST NW BLOCK EAST SIDE	NC		815063	12987.0	397654	136399	Parking_Violations_in_January_2011.csv	2011-01-24T19:13:00.000Z
-77.0219184771	38.903561317	4394395	7967867	False	P039	PARK AT EXPIRED METER	1100 BLOCK 7TH ST NW WEST SIDE	VA	UT	805422	4653.0	398099	137300	Parking_Violations_in_August_2010.csv	2010-08-04T07:44:00.000Z
-77.0406414968	38.9040787884	7883406	8601147	False	P039	PARK AT EXPIRED METER	1100 FRONT CONNECTICUT AV NW WEST S	MD	4D	243303	6432.0	396475	137358	Parking_Violations_in_July_2010.csv	2010-07-19T12:24:00.000Z
-77.0074364632	38.885555407	11676826	5799034	False	P012	DISOBEYING OFFICIAL SIGN	400 BLOCK NEW JERSEY AV SE WEST SID	MD	4D	811418	9790.0	399355	135301	Parking_Violations_in_December_2011.csv	2011-12-07T10:39:00.000Z
-77.0292577589	38.920585474	4738817	11682917	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	1300 BLOCK FLORIDA AV NW NORTH SIDE	MD	4D	803687	3304.0	397463	139190	Parking_Violations_in_November_2009.csv	2009-11-02T13:27:00.000Z
-77.0237896353	38.8794815669	6969696	13586488	False	P269	NO STANDING ANYTIME	BLOCK OF 900 MAINE AVE SW NORTH SI*	MD	4D	808100	6941.0	397936	134627	Parking_Violations_in_August_2015.csv	2015-08-16T14:16:00.000Z
-77.0488366792	38.9014001679	3417346	4459292	False	P259	NO STOPPING OR STANDING IN PM RUSH HOUR ZONE	1000 BLOCK 22ND ST NW EAST SIDE	DC	4D	805019	4331.0	395764	137061	Parking_Violations_in_May_2012.csv	2012-05-31T16:04:00.000Z
-77.0027802253	38.8909426214	9893142	8363596	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	0300 BLOCK A ST NE SOUTH SIDE	MD	4D	802496	2205.0	399759	135899	Parking_Violations_in_April_2010.csv	2010-04-07T18:39:00.000Z
-76.9636288755	38.9264388872	5951720	4485906	False	P169	NO REAR TAGS.	2800 BLOCK BLADENSBURG RD NE EAST S	XX	4D	802654	2031.0	403154	139840	Parking_Violations_in_May_2012.csv	2012-05-31T07:51:00.000Z
-77.0270457022	38.8954437088	4830774	9911897	False	P007	PARK IN A BUS ZONE	400 11TH ST NW BLOCK EAST SIDE	MD		815063	12987.0	397654	136399	Parking_Violations_in_August_2011.csv	2011-08-05T16:49:00.000Z
-77.0229555997	38.9021107725	9430141	3260927	False	P039	PARK AT EXPIRED METER	800 BLOCK K ST NW NORTH SIDE	VA	2D	800084	74.0	398009	137139	Parking_Violations_in_January_2013.csv	2013-01-03T19:50:00.000Z
-77.030789596	38.9162881067	752940	1027452	False	P012	DISOBEYING OFFICIAL SIGN	1300 BLOCK WALLACH PL NW NORTH SIDE	DC	4D	802660	2039.0	397330	138713	Parking_Violations_in_September_2014.csv	2014-09-20T16:20:00.000Z
-76.9932892602	38.9384254013	2476717	5636286	False	P314	FAIL TO PROPERLY AFFIX VALIDATION STICKERS	4000 BLOCK 10TH ST NE EAST SIDE	DC	4D	803005	2496.0	400582	141170	Parking_Violations_in_February_2012.csv	2012-01-12T05:07:00.000Z
-76.9973165545	38.8909426238	10064954	3068993	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	600 BLOCK A ST NE SOUTH SIDE	NY	UT	802471	2180.0	400233	135899	Parking_Violations_in_March_2013.csv	2013-03-18T12:34:00.000Z
-77.0265119236	38.917000814	8695750	4286086	False	P007	PARK IN A BUS ZONE	1100 BLOCK U ST NW SOUTH SIDE	DP	4D	803345	2831.0	397701	138792	Parking_Violations_in_June_2012.csv	2012-06-22T22:07:00.000Z
-77.0185629062	38.9008774081	12545478	8506476	False	P039	PARK AT EXPIRED METER	0400 BLOCK EYE ST NW SOUTH SIDE	DC	4D	801231	1177.0	398390	137002	Parking_Violations_in_March_2010.csv	2010-03-11T16:41:00.000Z
-77.0611991014	38.9060066242	7026629	7061862	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	1300 BLOCK 31ST ST NW EAST SIDE	VA	4D	804634	3995.0	394692	137573	Parking_Violations_in_February_2011.csv	2011-02-10T11:12:00.000Z
-77.0434549211	38.9047083606	11167349	8569491	False	P159	NO STOPPING OR STANDING IN AM RUSH HOUR ZONE	1100 BLOCK 19TH ST NW WEST SIDE	MD	TK	800787	579.0	396231	137428	Parking_Violations_in_February_2010.csv	2010-02-02T09:24:00.000Z
-77.0284992057	38.8980557893	3254121	10921895	False	P199	PARK IN A DESIGNATED ENTRANCE	1200 G ST NW	MD	TR	278917	10322.0	397528	136689	Parking_Violations_in_June_2011.csv	2011-06-15T15:00:00.000Z
-77.0291135608	38.9345754235	2273663	6629569	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	1300 BLOCK OTIS PL NW SOUTH SIDE	VA	4D	812937	11120.0	397476	140743	Parking_Violations_in_May_2011.csv	2011-05-27T20:11:00.000Z
-77.0322669196	38.9193325242	6091673	9108603	False	P039	PARK AT EXPIRED METER	2200 14TH ST NW BLOCK EAST SIDE	PA		311698	8609.0	397202	139051	Parking_Violations_in_October_2013.csv	2013-10-11T18:51:00.000Z
-77.0194160032	38.9008772694	11935380	12170893	False	P039	PARK AT EXPIRED METER	0600 BLOCK EYE ST NW NORTH SIDE	DC	4D	813667	11763.0	398316	137002	Parking_Violations_in_November_2009.csv	2009-11-27T13:21:00.000Z
-77.0811668263	38.9559635663	2122752	541357	False	P386	RELOCATE TOW FEE	4200 BLOCK GARRISON ST NW SOUTH SID	DC	4D	811347	9724.0	392965	143120	Parking_Violations_in_March_2015.csv	2015-03-21T07:10:00.000Z
-77.0441882202	38.897357264	5657234	7424908	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	2000 BLOCK F ST NW NORTH SIDE	MD	4D	804065	3450.0	396167	136612	Parking_Violations_in_November_2010.csv	2010-11-19T18:16:00.000Z
-77.0570032245	38.9213589576	1471200	12746635	False	P003	RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT	2900 BLOCK WOODLAND DR NW SOUTH SID	MD	TK	809968	8525.0	395057	139277	Parking_Violations_in_January_2009.csv	2009-01-06T13:29:00.000Z
-77.0083620508	38.9155711976	12481499	11665370	False	P002	STAND OR PARK IN ALLEY	UNIT BLOCK T ST NE NORTH SIDE	MD	2D	811567	9927.0	399275	138633	Parking_Violations_in_November_2009.csv	2009-11-20T11:49:00.000Z
-77.0441895986	38.8995823293	10734786	7514962	False	P112	FAIL TO REPORT FOR INSPECTION.	2000 BLOCK H ST NW NORTH SIDE	DC	VA	806805	5839.0	396167	136859	Parking_Violations_in_October_2010.csv	2010-10-20T19:19:00.000Z
-76.9869196508	38.889806867	4674611	3210798	False	P172	FAILURE TO SECURE DC TAGS	1400 BLOCK EAST CAPITOL ST NE SOUTH	MD		804087	3522.0	401135	135773	Parking_Violations_in_July_2013.csv	2013-07-15T03:47:00.000Z
-77.0013162688	38.8876095474	3185168	1542266	False	P173	NO PARKING STREET CLEANING	400 BLOCK INDEPENDENCE AVE SE SOUTH	MD	4D	813294	11433.0	399886	135529	Parking_Violations_in_June_2014.csv	2014-06-25T11:20:00.000Z
-77.0094983821	38.8764657915	3117450	6690461	False	P259	NO STOPPING OR STANDING IN PM RUSH HOUR ZONE	0000 BLOCK M ST SW NORTH SIDE	WV	VA	807215	6185.0	399176	134292	Parking_Violations_in_May_2011.csv	2011-05-26T16:11:00.000Z
-77.0427257478	38.8999522167	13062452	6699434	False	P037	PARK OVERTIME AT A METER	1800 BLOCK PENNSYLVANIA AV NW SOUTH	VA	TK	800340	288.0	396294	136900	Parking_Violations_in_May_2011.csv	2011-05-09T10:34:00.000Z
-77.032513503	38.9037480241	5104220	4116892	False	P039	PARK AT EXPIRED METER	1400 BLOCK L ST NW SOUTH SIDE	DC	4D	807754	6649.0	397180	137321	Parking_Violations_in_August_2012.csv	2012-08-01T21:47:00.000Z
-77.0441799005	38.902537075	6327162	12641132	False	P287	OVERTIME AT A MULTISPACE METER IN A LOADING ZONE	2000 BLOCK K ST NW NORTH SIDE	MD	VA	809047	7745.0	396168	137187	Parking_Violations_in_January_2009.csv	2009-01-29T11:32:00.000Z
